;author;created_at;favorite_count;view_count;retweet_count;reply_count;full_text;keyword
0;guardian;Tue Aug 27 15:32:19 +0000 2024;20;18884.0;2;2;‘I only play goddesses now’: Janet McTeer on starring in ‘Succession with gods’ drama Kaos https://t.co/YB0b3LXRUE;Kaos,Janet,Succession,play,goddess,McTeer,starring,god,drama
1;guardian;Tue Aug 27 15:20:23 +0000 2024;10;21884.0;1;5;Millions loved the Notting Hill carnival but there was too much crime. As an ex-cop, I could make it better | Leroy Logan https://t.co/AgOqg6smkW;Logan,Notting,Hill,Leroy,Millions,crime,excop,loved,carnival,make
2;guardian;Tue Aug 27 14:56:09 +0000 2024;14;23136.0;2;5;Calls to close ‘vile’ website ranking countries by tourist deaths on balconies https://t.co/eSfVATGmuY;Calls,balcony,close,vile,website,ranking,country,tourist,death
3;guardian;Tue Aug 27 14:38:39 +0000 2024;16;27703.0;10;20;One price for locals, another for tourists: Lisbon restaurants’ secret tax on out-of-towners https://t.co/h6xJYnp65D;Lisbon,local,outoftowners,price,tourist,restaurant,secret,tax
4;guardian;Tue Aug 27 14:34:00 +0000 2024;8;25412.0;1;2;Guardian Weekly readers: share your best recent pictures with us https://t.co/FqmhtgD0k5;Weekly,Guardian,reader,share,recent,picture
5;guardian;Tue Aug 27 14:13:58 +0000 2024;15;30079.0;2;2;Francis Ford Coppola confirms he kissed extras on Megalopolis set https://t.co/B6kHG40Dp5;Ford,Coppola,Megalopolis,Francis,set,confirms,kissed,extra
6;guardian;Tue Aug 27 13:28:33 +0000 2024;6;27889.0;3;0;UK gangster Curtis Warren admits breaches of crime prevention order https://t.co/vIBHV2Jzyy;Curtis,Warren,order,gangster,admits,breach,crime,prevention
7;guardian;Tue Aug 27 13:08:03 +0000 2024;10;30173.0;1;0;Path clears for Paramount merger with Skydance after Bronfman drops bid https://t.co/fG1JR5sOut;Paramount,Skydance,Bronfman,Path,bid,clear,merger,drop
8;guardian;Tue Aug 27 12:53:48 +0000 2024;46;33104.0;12;10;What the Telegram founder’s arrest means for the regulation of social media firms https://t.co/UUzGyk5Ji4;Telegram,firm,founder,arrest,regulation,social,medium
9;guardian;Tue Aug 27 12:31:05 +0000 2024;3;32324.0;0;3;Mexico protests and a human pyramid: photos of the day – Tuesday https://t.co/wNGGdsWbKT;Tuesday,Mexico,protest,human,pyramid,photo,day
10;guardian;Tue Aug 27 12:09:00 +0000 2024;33;42578.0;5;96;Share your reaction to the Oasis reunion https://t.co/UVUhkXmO7y;Oasis,Share,reunion,reaction
11;guardian;Tue Aug 27 12:06:27 +0000 2024;15;33653.0;5;11;Three men arrested over stabbing of woman at Notting Hill carnival https://t.co/THdKm4KzAl;Notting,Hill,carnival,men,arrested,stabbing,woman
12;guardian;Tue Aug 27 11:30:51 +0000 2024;23;34953.0;5;4;Rescuers search rubble after hotel struck in Ukraine's Kryvyi Rih – video https://t.co/qJLfOoBPCd;Ukraine,Kryvyi,Rih,Rescuers,video,search,rubble,hotel,struck
13;guardian;Tue Aug 27 11:06:40 +0000 2024;161;39018.0;63;22;So Starbucks’ CEO commutes to work by private jet? Let’s not pretend the super-rich care about the planet | Arwa Mahdawi https://t.co/hqVelF1sLJ;Mahdawi,Starbucks,CEO,Arwa,jet,commute,work,private,pretend,superrich
14;guardian;Tue Aug 27 10:55:39 +0000 2024;66;33351.0;28;17;Here it is, the new right playbook: wreck and impoverish the country, enjoy the high life yourself | Owen Jones https://t.co/xKcccE605K;Jones,Owen,country,enjoy,playbook,wreck,impoverish,high,life
15;guardian;Tue Aug 27 10:31:50 +0000 2024;15;33445.0;1;5;It’s 2024 and I might be the last person on earth to watch The Walking Dead. What a loser! | Zoe Williams https://t.co/bPfTBGJ1Tk;Dead,Zoe,Williams,Walking,loser,person,earth,watch
16;guardian;Tue Aug 27 10:11:57 +0000 2024;25;36925.0;13;16;Ex-Paralympian Tanni Grey-Thompson forced to ‘crawl off’ train https://t.co/USm1bM7yyO;Tanni,ExParalympian,train,GreyThompson,forced,crawl
17;guardian;Tue Aug 27 09:57:23 +0000 2024;13;30595.0;3;5;Australia's 'right to disconnect' laws are here. But how do they work? - video https://t.co/qK7xcTXvPN;Australia,law,video,disconnect,work
18;guardian;Tue Aug 27 09:16:34 +0000 2024;17;32354.0;3;4;Plibersek denies sacred site decision blocks NSW goldmine, calls on Coalition to support Indigenous heritage https://t.co/27fLzhpMc4;NSW,Coalition,Indigenous,Plibersek,goldmine,call,heritage,denies,sacred,site
19;guardian;Tue Aug 27 09:00:30 +0000 2024;25;33370.0;0;21;Keir Starmer to deliver speech on ‘rooting out years of rot’ left by Conservatives – UK politics live https://t.co/eX1WlxJoBC;Starmer,Conservatives,Keir,live,deliver,speech,rooting,year,rot,left
20;guardian;Tue Aug 27 08:46:19 +0000 2024;32;36122.0;19;21;NHS referrals for anxiety in children more than double pre-Covid levels https://t.co/absMtth0ex;NHS,level,referral,anxiety,child,double,preCovid
21;guardian;Tue Aug 27 08:38:23 +0000 2024;51;56374.0;8;109;Share your reaction to the Oasis reunion https://t.co/UVUhkXmO7y;Oasis,Share,reunion,reaction
22;guardian;Tue Aug 27 08:25:21 +0000 2024;12;31639.0;1;6;I don’t form sensory memories – I’ve learned my inner life is vastly different from everyone I know | Sadie Dingfelder https://t.co/05TbFhSbpH;Dingfelder,Ive,Sadie,dont,form,sensory,memory,learned,life,vastly
23;guardian;Tue Aug 27 08:07:47 +0000 2024;9;32022.0;0;5;Can upstate New York become the next Silicon Valley? This ex-Nvidia founder thinks so https://t.co/XRDEs28UFQ;Valley,York,Silicon,upstate,exNvidia,founder
24;guardian;Tue Aug 27 07:52:08 +0000 2024;32;36840.0;8;37;‘I feel like I love everyone here’: Notting Hill carnival continues to defy division – photo essay https://t.co/Yfaj4QTze6;Notting,Hill,essay,feel,love,carnival,continues,defy,division,photo
25;guardian;Tue Aug 27 07:36:08 +0000 2024;33;51893.0;6;10;‘It’s amazing’: talk of Oasis reunion sparks excitement in Manchester https://t.co/c9y9tVQdF0;Manchester,Oasis,amazing,talk,reunion,spark,excitement
26;guardian;Tue Aug 27 07:23:11 +0000 2024;28;35530.0;9;3;Workers prioritising employers that offer sabbaticals in work-life balance shift https://t.co/dxgUoibWOR;Workers,shift,prioritising,employer,offer,sabbatical,worklife,balance
27;guardian;Tue Aug 27 07:02:38 +0000 2024;685;89465.0;143;48;Oasis reunion confirmed for UK and Ireland tour in 2025 https://t.co/9LDv7Vsxed;Ireland,Oasis,tour,reunion,confirmed
28;guardian;Tue Aug 27 06:59:43 +0000 2024;25;33218.0;14;0;Chinese military plane carries out first violation of Japanese airspace https://t.co/zCQOIT3vI7;Japanese,Chinese,airspace,military,plane,carry,violation
29;guardian;Tue Aug 27 06:47:07 +0000 2024;20;39957.0;3;5;Crocodile culling an ineffective and expensive way to reduce attacks, Northern Territory study finds https://t.co/Ydotogzvre;Northern,Territory,Crocodile,attack,find,culling,ineffective,expensive,reduce,study
30;guardian;Tue Aug 27 06:34:15 +0000 2024;59;42776.0;13;0;From kimchi to kombucha, it’s easy to ferment at home. Here’s all the kit you need https://t.co/DQk958vQOV;kombucha,easy,home,kimchi,ferment,kit
31;guardian;Tue Aug 27 06:20:10 +0000 2024;76;42371.0;39;30;UN chief: there is no way to keep 1.5C alive without a fossil fuels phase-out – video https://t.co/qCEpZc0Q2B;alive,video,chief,fossil,fuel,phaseout
32;guardian;Tue Aug 27 06:06:45 +0000 2024;27;40990.0;8;85;Russia launches fresh wave of deadly strikes on Ukraine https://t.co/5BKBuHe1Cw;Ukraine,Russia,launch,fresh,wave,deadly,strike
33;guardian;Tue Aug 27 05:55:40 +0000 2024;13;37439.0;4;4;SNP will lose Scottish election without complete rethink, say senior party figures https://t.co/Q08tun7ND2;SNP,Scottish,rethink,figure,lose,election,complete,senior,party
34;guardian;Tue Aug 27 05:43:16 +0000 2024;36;42135.0;7;15;‘I remember crying walking into school’: having anxiety as a child https://t.co/3T2U4ugZH3;child,remember,cry,walking,school,anxiety
35;guardian;Tue Aug 27 05:29:07 +0000 2024;74;47994.0;34;37;‘Jaw-dropping’ number of children in England with anxiety shocks even professionals https://t.co/IbEqvy08q8;England,Jawdropping,professional,number,child,anxiety,shock
36;guardian;Tue Aug 27 05:16:34 +0000 2024;185;58718.0;46;4;Only Murders in the Building season four review – by far the funniest thing on TV https://t.co/VXXyAX1V0l;Murders,Building,season,review,funniest,thing
37;guardian;Tue Aug 27 05:01:09 +0000 2024;94;89827.0;31;22;‘Women feel like failures if they haven’t had a “normal” birth’: how the NCT has shaped childbirth in the UK https://t.co/hWmbcl5xYf;NCT,Women,feel,failure,havent,normal,birth,shaped,childbirth
38;guardian;Tue Aug 27 04:44:02 +0000 2024;24;38175.0;13;5;The cocaine kingpin’s wildest legacy: what can be done with Pablo Escobar’s marauding hippos? https://t.co/7o7UiPkNjB;Pablo,Escobars,hippo,cocaine,kingpin,wildest,legacy,marauding
39;guardian;Tue Aug 27 04:32:02 +0000 2024;25;40004.0;8;3;‘I just feel pain’: Pokrovsk packs up as Russian invaders close in https://t.co/34NhhpfPSG;Pokrovsk,Russian,close,feel,pain,pack,invader
40;BBCWorld;Tue Aug 27 15:31:28 +0000 2024;46;42275.0;10;32;Palestinian health ministry says six killed in West Bank attacks https://t.co/pO3aVFHDH6;West,Bank,Palestinian,attack,health,ministry,killed
41;BBCWorld;Tue Aug 27 15:10:45 +0000 2024;56;56180.0;7;21;People trapped in mid-air after ride malfunctions in Australia https://t.co/72RvosmUJ9;Australia,People,trapped,midair,ride,malfunction
42;BBCWorld;Tue Aug 27 14:58:19 +0000 2024;453;79736.0;99;203;Zuckerberg regrets bowing to Biden 'pressure' over Covid https://t.co/8iDNuLRnNt;Covid,pressure,Biden,Zuckerberg,regret,bowing
43;BBCWorld;Tue Aug 27 14:38:01 +0000 2024;108;65673.0;58;71;Israeli settlers are seizing Palestinian land under cover of war - they hope permanently https://t.co/INCkdi3eSg;Palestinian,Israeli,permanently,settler,seizing,land,cover,war,hope
44;BBCWorld;Tue Aug 27 13:41:21 +0000 2024;130;82138.0;31;26;Judge orders 'Pharma Bro' Shkreli to return rare Wu-Tang album https://t.co/zk4oT9QjjM;Pharma,Bro,Shkreli,Judge,order,album,return,rare,WuTang
45;BBCWorld;Tue Aug 27 13:37:18 +0000 2024;54;77914.0;6;18;Bid to add soldier's name to memorial 50 years on https://t.co/W4nTgLQ100;year,Bid,soldier,memorial,add
46;BBCWorld;Tue Aug 27 13:17:19 +0000 2024;111;78948.0;26;35;Tear gas fired at protesters angry at Indian doctor's murder https://t.co/fCyM1pnPJY;Indian,Tear,doctor,murder,gas,fired,protester,angry
47;BBCWorld;Tue Aug 27 12:54:07 +0000 2024;0;;68;0;"RT @BBCBreaking: Israel says it has rescued a hostage being held by Hamas during a ""complex"" operation in southern Gaza https://t.co/SSghCm…";Hamas,Gaza,Israel,complex,BBCBreaking,rescued,hostage,held,operation,southern
48;BBCWorld;Tue Aug 27 12:52:31 +0000 2024;101;80127.0;20;44;Israel rescues Bedouin hostage held by Hamas in Gaza https://t.co/Eh9qOD3FUn;Gaza,Bedouin,Hamas,Israel,rescue,hostage,held
49;BBCWorld;Tue Aug 27 12:19:18 +0000 2024;100;95796.0;25;48;Migration to Ireland at highest level since 2007 https://t.co/jgDk2VbhvD;Ireland,Migration,highest,level
50;BBCWorld;Tue Aug 27 12:14:55 +0000 2024;82;84301.0;18;36;Brazil suspects criminals set record São Paulo fires https://t.co/HfSfito4Ay;São,Paulo,Brazil,fire,suspect,criminal,set,record
51;BBCWorld;Tue Aug 27 11:54:06 +0000 2024;77;90092.0;17;26;Government to spend £10.5m on new EU border checks https://t.co/9310kv9nae;Government,spend,check,border
52;BBCWorld;Tue Aug 27 11:53:04 +0000 2024;47;86531.0;8;23;Where can Africa win medals at the Paralympics? https://t.co/AWD8Ej97QB;Paralympics,Africa,win,medal
53;BBCWorld;Tue Aug 27 11:13:58 +0000 2024;326;109338.0;32;175;Ex-Democrat Tulsi Gabbard officially endorses Trump https://t.co/BHWw0XRpFq;Trump,Tulsi,Gabbard,ExDemocrat,officially,endorses
54;BBCWorld;Tue Aug 27 09:56:55 +0000 2024;95;99875.0;26;41;Elderly woman's killer released for second time to fight in Ukraine https://t.co/CIO7daIRku;Ukraine,Elderly,woman,killer,released,time,fight
55;BBCWorld;Tue Aug 27 09:43:58 +0000 2024;53;90931.0;15;26;Nigeria appoint former Stuttgart boss Labbadia https://t.co/lwO9QvqElU;Labbadia,Stuttgart,Nigeria,appoint,bos
56;BBCWorld;Tue Aug 27 08:38:11 +0000 2024;210;104988.0;49;114;Top-level meeting shows China - and Xi - still a priority for Biden https://t.co/xc4rEZrAFx;Biden,China,Toplevel,meeting,show,priority
57;BBCWorld;Tue Aug 27 07:35:20 +0000 2024;146;131765.0;27;40;WWE icon Sid 'Vicious' Eudy dies aged 63 https://t.co/V1arOsr8Au;Vicious,WWE,Sid,Eudy,aged,icon,dy
58;BBCWorld;Tue Aug 27 07:04:12 +0000 2024;91;93147.0;9;31;Djokovic starts bid for record 25th major with win https://t.co/opmmEhGQPQ;Djokovic,record,major,win,start,bid
59;BBCWorld;Tue Aug 27 05:56:57 +0000 2024;150;124000.0;18;109;Why are people in Ireland drinking less alcohol? https://t.co/wXlhuCPLIY;Ireland,alcohol,people,drinking
60;BBCWorld;Tue Aug 27 05:52:30 +0000 2024;54;96519.0;10;26;"ICC Women's T20 World Cup 2024 schedule &amp; fixtures https://t.co/3hQqiDQpIo";ICC,Women,World,Cup,schedule,fixture,amp
61;BBCWorld;Tue Aug 27 04:38:42 +0000 2024;171;121109.0;49;32;Australia introduces cap on international students https://t.co/5HRqorbcNs;Australia,student,introduces,cap,international
62;BBCWorld;Tue Aug 27 03:28:50 +0000 2024;369;132220.0;108;62;Japan says Chinese spy plane violated its airspace https://t.co/FW0eNqlnEJ;Chinese,Japan,airspace,spy,plane,violated
63;BBCWorld;Tue Aug 27 02:48:04 +0000 2024;159;127629.0;21;31;Catcher plays for both teams in same baseball game https://t.co/rSCqVT4eR3;Catcher,game,play,team,baseball
64;BBCWorld;Tue Aug 27 02:33:06 +0000 2024;270;146536.0;26;185;'ABC is a disgrace' - Trump on the looming debate https://t.co/XBpP0hb1ue;ABC,Trump,disgrace,debate,looming
65;BBCWorld;Tue Aug 27 02:18:06 +0000 2024;152;142083.0;33;309;Has Israel taken enough action to prevent alleged incitement to genocide? https://t.co/q6BVhzWPa7;Israel,genocide,action,prevent,alleged,incitement
66;BBCWorld;Tue Aug 27 02:18:06 +0000 2024;156;121859.0;74;112;Surging seas are coming for us all, warns UN chief https://t.co/VuGrnIiOwO;Surging,warns,chief,sea,coming
67;BBCWorld;Tue Aug 27 02:14:01 +0000 2024;222;117387.0;41;50;Texas judge blocks Biden plan for migrant spouses https://t.co/k4JeclFA18;Biden,Texas,spouse,judge,block,plan,migrant
68;BBCWorld;Tue Aug 27 02:02:04 +0000 2024;290;123122.0;44;29;Lake Tahoe in US sees first August snow in 20 years https://t.co/w542T0fBUl;year,Tahoe,August,Lake,snow
69;BBCWorld;Tue Aug 27 01:48:04 +0000 2024;87;112335.0;14;15;Ikea trials resale website to rival eBay and Gumtree https://t.co/MSnMOc6zr6;Gumtree,Ikea,trial,resale,website,rival,eBay
70;BBCWorld;Tue Aug 27 01:46:52 +0000 2024;471;146827.0;131;96;Canada to hit Chinese electric cars with 100% tariff https://t.co/0Fdxbwx0kv;tariff,Chinese,Canada,car,hit,electric
71;BBCWorld;Tue Aug 27 01:33:04 +0000 2024;94;114184.0;15;42;US lawmakers tour site of Trump assassination attempt https://t.co/X79pDmX72Y;Trump,attempt,lawmaker,tour,site,assassination
72;BBCWorld;Tue Aug 27 01:30:35 +0000 2024;109;109691.0;14;29;US soldier who fled to North Korea to plead guilty to desertion https://t.co/YGiY6CQYYG;North,Korea,desertion,soldier,fled,plead,guilty
73;BBCWorld;Tue Aug 27 01:10:24 +0000 2024;335;170540.0;83;61;Mariah Carey's mother and sister die on the same day https://t.co/wnjqnFyw2j;Carey,Mariah,day,mother,sister,die
74;BBCWorld;Tue Aug 27 00:58:27 +0000 2024;144;105634.0;43;24;Have Swiss scientists made a chocolate breakthrough? https://t.co/fSDwc9E8i7;Swiss,breakthrough,scientist,made,chocolate
75;BBCWorld;Tue Aug 27 00:50:32 +0000 2024;56;100401.0;12;27;‘I found out that my son had died on social media’ https://t.co/QKfxYoWkmR;medium,found,son,died,social
76;BBCWorld;Tue Aug 27 00:42:44 +0000 2024;84;113273.0;20;19;Heritage under attack: Ukrainians revive interest in culture https://t.co/jpSJps8i28;Ukrainians,Heritage,culture,attack,revive,interest
77;BBCWorld;Mon Aug 26 23:49:55 +0000 2024;180;107165.0;34;18;Former cop arrested for fatally shooting US airman https://t.co/bghbm3hwdK;airman,cop,arrested,fatally,shooting
78;BBCWorld;Mon Aug 26 23:18:01 +0000 2024;135;120614.0;31;55;Macron rules out leftist PM as crisis continues https://t.co/3LWjHl482b;Macron,continues,rule,leftist,crisis
79;BBCWorld;Mon Aug 26 21:04:19 +0000 2024;98;126950.0;22;20;Nostalgic Indians flock to cinemas to watch old hits https://t.co/YEt2kGUFtB;Indians,Nostalgic,hit,flock,cinema,watch
80;nytimes;Tue Aug 27 15:51:50 +0000 2024;0;1.0;4;0;RT @BellaKwai: What is it like to make a sprawling prequel that possibly be the most extravagant show of all time? I spoke to the show-runn…;time,showrunn,BellaKwai,make,sprawling,prequel,possibly,extravagant,show,spoke
81;nytimes;Tue Aug 27 15:42:34 +0000 2024;115;52224.0;34;85;Breaking News: Donald Trump plans to name his former rival, Robert F. Kennedy Jr., and Tulsi Gabbard, a onetime Democrat, as honorary co-chairs of his presidential transition team that will help him select policies and personnel. https://t.co/OuJnolA9RO https://t.co/tDNEg22UIM;Robert,Donald,Trump,Kennedy,Breaking,rival,Tulsi,Gabbard,Democrat,plan
82;nytimes;Tue Aug 27 15:30:20 +0000 2024;24;54455.0;4;15;From @TheAthleticFC: The Premier League's most miserable club has endured a torrid start to the new season — and things could get worse before they get better. https://t.co/eWt8sQL9a6;League,Premier,TheAthleticFC,miserable,club,endured,torrid,start,season,thing
83;nytimes;Tue Aug 27 15:15:08 +0000 2024;94;62219.0;19;22;In @nytopinion  Talking to 14 young, undecided voters, Patrick Healy heard from several that they were more likely to vote for Kamala Harris after her convention speech and her comments on abortion rights, gun violence, the economy and democracy. https://t.co/OftObnvSdJ;young,Talking,Patrick,Healy,Kamala,Harris,undecided,voter,gun,violence
84;nytimes;Tue Aug 27 15:00:23 +0000 2024;48;66750.0;18;24;Pavel Durov, the Russian-born entrepreneur who founded the Telegram messaging platform, was arrested in France, as part of an investigation by French prosecutors into criminal activities on the app. Here's what we know and what happens next. https://t.co/d7uxvLFIqZ;Durov,Russianborn,France,Telegram,French,Pavel,platform,arrested,part,app
85;nytimes;Tue Aug 27 14:55:02 +0000 2024;36;65478.0;16;18;Russia launched new missile and drone attacks on Kyiv and several other large Ukrainian cities on Tuesday, the second day of a deadly, far-reaching bombing campaign that comes as Moscow fights to fend off a Ukrainian offensive on Russian soil. https://t.co/HyAuSwLohZ;Tuesday,Ukrainian,Kyiv,Moscow,Russian,Russia,deadly,farreaching,soil,launched
86;nytimes;Tue Aug 27 14:45:05 +0000 2024;29;71098.0;16;8;Hezbollah and Israel appeared to de-escalate following a major confrontation over the weekend, tempering fears of a wider conflict in the Middle East. But for people across the region, any feelings of relief were undercut by a deeper sense of deadlock. https://t.co/HMcQcQvvSU;East,Israel,Middle,Hezbollah,weekend,tempering,region,feeling,deadlock,appeared
87;nytimes;Tue Aug 27 14:30:18 +0000 2024;34;79077.0;14;14;"From @TheAthletic: In Netflix’s ""Sign Stealer,"" former Michigan staffer Connor Stalions wants you to believe he’s a victim. He’s not, our columnist writes. He's an unreliable narrator who took the fall for the defending national champions. https://t.co/apJHPOfQHS";Netflixs,Sign,Stealer,he,Michigan,Connor,Stalions,victim,columnist,writes
88;nytimes;Tue Aug 27 14:20:04 +0000 2024;100;79454.0;20;24;The Israeli military said it rescued Farhan al-Qadi, a 52-year-old member of Israel's Bedouin Arab minority who was taken hostage while working as a kibbutz security guard during Hamas's Oct. 7 attacks. He's been hospitalized in stable condition. https://t.co/3m6SeHdSxu;attack,Israel,Hamas,Oct.,Israeli,Farhan,Bedouin,Arab,alQadi,member
89;nytimes;Tue Aug 27 14:15:05 +0000 2024;16;93965.0;9;7;From @TheAthletic: This baseball season is approaching its final month. And while great theater looms as division races are settled, August also provided great intrigue. We rank all 30 MLB clubs. https://t.co/wvlFVWAwiv;August,MLB,month,settled,intrigue,rank,club,great,TheAthletic,baseball
90;nytimes;Tue Aug 27 14:00:10 +0000 2024;37;74529.0;12;14;"Despondent over the sale of the Long Island home where he lived with his mother, Joseph DeLucia shot and killed his three siblings, a niece and himself, leaving ""one of the most horrific scenes I have ever seen,"" the Nassau County Police commissioner said. https://t.co/gfuOAw24z4";niece,leaving,Joseph,Nassau,Long,Island,County,Police,Despondent,mother
91;nytimes;Tue Aug 27 13:20:04 +0000 2024;96;90887.0;22;25;Mariah Carey’s mother and sister died on the same day over the weekend, the pop star said. Carey, who has spoken and written extensively about her complicated relationship with her family, said the deaths had led to an “impossible time.” https://t.co/IAXztjdJGo;Mariah,weekend,pop,spoken,family,time,Careys,Carey,mother,sister
92;nytimes;Tue Aug 27 13:10:07 +0000 2024;26;95293.0;20;20;Strands is a word search with a unique twist. Can you uncover the theme? Play here: https://t.co/xZBJR8ExvO https://t.co/Mf38ePENWv;Play,Strands,twist,theme,word,search,unique,uncover
93;nytimes;Tue Aug 27 12:49:06 +0000 2024;116;97165.0;35;19;Breaking News: Israeli forces rescued a man taken hostage in the Hamas-led attacks on Oct. 7 during an operation in the Gaza Strip, the Israeli military said on Tuesday. Follow live. https://t.co/dovSSD6NWp;Oct.,Strip,Tuesday,Follow,Israeli,Hamasled,Gaza,Breaking,operation,live
94;nytimes;Tue Aug 27 12:45:10 +0000 2024;184;113794.0;44;23;From @TheAthletic: Colorado coach Deion Sanders partnered with a bank to open saving accounts for his players who have children. The gift of $2,121 each, a nod to Sanders’ signature number, was part of a presentation on the value of saving money over time. https://t.co/OLOn0RKTuJ;Sanders,Colorado,Deion,child,gift,nod,number,part,time,saving
95;nytimes;Tue Aug 27 12:30:06 +0000 2024;50;94438.0;24;16;"""When you drive into a ruined town, it’s like hopelessness."" Russia’s powerful ""glide bombs"" can topple buildings. The New York Times visited Ukrainian troops trying to hold positions under the bombardment. https://t.co/FYZ0hoU85h";Russias,York,Times,Ukrainian,town,hopelessness,powerful,glide,building,bombardment
96;nytimes;Tue Aug 27 12:15:08 +0000 2024;58;104142.0;23;19;"Videos of cheerleaders for a Korean baseball team performing an ultra-chill dance routine have taken over social media. The moves are repetitive and unassuming; the song, addictively catchy (beware). It’s a perfect recipe for flooding the algorithms. https://t.co/CWoKCCvYDx";Korean,Videos,medium,song,addictively,beware,algorithm,cheerleader,baseball,team
97;nytimes;Tue Aug 27 12:00:24 +0000 2024;30;103911.0;12;11;How did you do in Connections today? Players must select four groups of four words without making more than three mistakes. https://t.co/vcH5eCF80i https://t.co/D8VAAVXWb0;Players,Connections,today,mistake,select,group,word,making
98;nytimes;Tue Aug 27 11:40:06 +0000 2024;64;123368.0;23;18;From @TheAthletic: America’s oldest ballpark had not witnessed anything like what happened on Monday afternoon when Danny Jansen played for both teams in one game. https://t.co/0EvVwhtSwt;Americas,Monday,Danny,Jansen,game,TheAthletic,oldest,ballpark,witnessed,happened
